Geographies,Framework,Industry,Sector,ProductCategories_AssetClasses,Sub-Asset_Class,Asset_Class
UK,SDR,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,SECR,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,SECR,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,SECR,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,SECR,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,SECR,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,SECR,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,SECR,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,SECR,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,SECR,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,SECR,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,SECR,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,SECR,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,SECR,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,SECR,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,SECR,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,SECR,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,SECR,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,SFRD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,SFRD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,SFRD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,SFRD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,SFRD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,SFRD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,SFRD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,SFRD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,SFRD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Global,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Global,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Global,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Global,TCFD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Global,TCFD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Global,TCFD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Global,TCFD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Global,TCFD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Global,TCFD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Global,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Global,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Global,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Global,TCFD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Global,TCFD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Global,TCFD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Global,TCFD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Global,TCFD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Global,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Global,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Global,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Global,TNFD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Global,TNFD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Global,TNFD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Global,TNFD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Global,TNFD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Global,TNFD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Global,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Global,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Global,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Global,TNFD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Global,TNFD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Global,TNFD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Global,TNFD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Global,TNFD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,UK Taxonomy,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,CSDDD,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,CSRD,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,CSDDD,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,CSRD,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,CSDDD,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,CSRD,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,CSDDD,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,CSRD,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,CSDDD,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,CSRD,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,CSDDD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,CSRD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,EuGB,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,MIFID II,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,Pillar 3,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,SDR,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,SECR,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,SFRD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Global,TCFD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Global,TNFD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,UK Taxonomy,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,CSDDD,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,CSRD,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,CSDDD,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,CSRD,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,CSDDD,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,CSRD,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,CSDDD,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,CSRD,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,CSDDD,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,CSRD,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,EuGB,Financial Services,Insurance,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,MIFID II,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,Pillar 3,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,SDR,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,SECR,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,SFRD,Financial Services,Insurance,(TBC),(TBC),(TBC)
Global,TCFD,Financial Services,Insurance,(TBC),(TBC),(TBC)
Global,TNFD,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,UK Taxonomy,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,CSDDD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,CSRD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,EuGB,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,MIFID II,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,Pillar 3,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,SDR,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,SECR,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,SFRD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Global,TCFD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Global,TNFD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,UK Taxonomy,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,CSDDD,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,CSRD,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,CSDDD,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,CSRD,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,CSDDD,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,CSRD,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,CSDDD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,CSRD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,EuGB,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,MIFID II,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,Pillar 3,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,SDR,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,SECR,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,SFRD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Global,TCFD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Global,TNFD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,UK Taxonomy,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,CSDDD,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,CSRD,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,CSDDD,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,CSRD,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,CSDDD,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,CSRD,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,CSDDD,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,CSRD,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
